Event Identifier,Event Name,First Year,Last Year,Primary Genre,Venue Identifier,Venue Name,Suburb,Latitude,Longitude
101035,"Black Pearls and Strange Fruit",1999,1999,Music Theatre,4089,"Prince of Wales Band Room",St Kilda,-37.862007,144.974127
101036,"Amanda McBroom with Joel Silberman",1999,1999,Music Theatre,4334,"Myer Mural Hall",Melbourne,-37.811255,144.972688
101037,"Black Voices",1999,1999,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101038,"Inti Illimani Paco Pena",1999,1999,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101039,"Isabel Parra",1999,1999,Music,3,"Playhouse",Melbourne,-37.821404,144.968724
101040,"The Age aRtstate '99 Orchestra",1999,1999,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101041,"Strike",1999,1999,Music,15591,"Victorian Arts Centre Forecourt",Southbank,-37.82454,144.970468
101042,"Wonder Alice Wonder",1999,1999,Theatre - Spoken Word,15591,"Victorian Arts Centre Forecourt",Southbank,-37.82454,144.970468
101043,"Anaphase",2000,2000,Music Theatre,10975,"State Theatre Rehearsal Room",Melbourne,-37.819977,144.968632
101044,"The Small Poppies",2000,2000,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
101045,"Mozart and the Kurt Weill Centenary",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101046,"Seven Deadly Sins",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101047,"Maquina Hamlet",2000,2000,Theatre - Spoken Word,3,"Playhouse",Melbourne,-37.821404,144.968724
101048,"Le Jardin Io Io Ito Ito",2000,2000,Dance,21,"The State Theatre",Melbourne,-37.8199893,144.9685875
101049,"Bach 2000",2000,2000,Music,4006,"Melbourne",Melbourne,-37.8136,144.9631
101050,"Cantus Collns: Mass in B Minor",2000,2000,Music,20819,"St Patrick's Cathedral",East Melbourne,-37.810027,144.976415
101051,"Cantus Collns: Trinity",2000,2000,Music,15592,"Scots' Church",Melbourne,-37.813952,144.968148
101052,"Cantus Collns: Jesu Joy of Man's Desiring",2000,2000,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101053,"Cantus Collns: The Last Three Motets",2000,2000,Music,15592,"Scots' Church",Melbourne,-37.813952,144.968148
101054,"Cantus Collns: Mass in B Minor - Bendigo",2000,2000,Music,15593,"Forest Street Uniting Church",Bendigo,-36.754747,144.271882
101055,"Australian Bach Ensemble: Salvation",2000,2000,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101056,"Australian Bach Ensemble: Actus Tragicus",2000,2000,Music,15592,"Scots' Church",Melbourne,-37.813952,144.968148
101059,"The Flying Scud or, A Four-legged Fortune",1867,1867,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101061,"For Life or, The Foster Brothers",1880,1880,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101063,"For the Term of His Natural Life",1909,1909,Theatre - Spoken Word,4527,"King's Theatre",Melbourne,-37.813329,144.968184
101065,"Forbidden Fruit",1880,1880,Theatre - Spoken Word,10666,"Bijou Theatre",Melbourne,-37.8136745,144.9670726
101066,"The Forlorn Hope",1879,1879,Theatre - Spoken Word,13597,"The People's Theatre",Melbourne,-37.810729,144.972464
101067,"Australian Bach Ensemble: Sleepers Wake",2000,2000,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101068,"Windsbacher Knabenchor with the Melbourne Symphony: Reformation",2000,2000,Music,20819,"St Patrick's Cathedral",East Melbourne,-37.810027,144.976415
101069,"Windsbacher Knabenchor with the Melbourne Symphony: Christmas Oratorio I",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101070,"Windsbacher Knabenchor with the Melbourne Symphony: Christmas Oratorio II",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101079,"Cats Run Away to the Circus",2001,2001,Music Theatre,15595,"Samuel Sherlock Reserve",Frankston,-38.144617,145.128182
101080,"Cats Run Away to the Circus",2001,2001,Music Theatre,805,"Amphitheatre, Gateway Island",Wodonga,-36.097921,146.900403
101082,"Cats Run Away to the Circus",2001,2001,Music Theatre,15596,"Aerodrome Ovals",Mildura,-34.197445,142.166874
101083,"Cats Run Away to the Circus",2001,2001,Music Theatre,15597,"Weroona Oval",Bendigo,-36.74355,144.294649
101084,"Cats Run Away to the Circus",2001,2001,Music Theatre,13966,"North Gardens",Ballarat,-37.5459,143.82217
101086,"Cats Run Away to the Circus",2001,2001,Music Theatre,15599,"Harris Street Reserve",Warrnambool,-38.38507,142.4716
101096,"La Forza del Destino (The Force of Destiny)",1878,1878,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101097,"Foul Play or, The Wreck of the Proserpine",1868,1868,Theatre - Spoken Word,14132,"Duke of Edinburgh Theatre",Melbourne,-37.812654,144.969314
101098,"The Fountain",1911,1911,Theatre - Spoken Word,13832,"Turn Verein Hall",Melbourne,-37.808045,144.978447
101100,"Francesca Vasari, a Tragedy",1867,1867,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101113,"A Gaiety Girl",1895,1895,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101114,"The Gay Gordons",1910,1910,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101115,"The Gay Grisette",1911,1911,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101118,"Genevieve de Brabant",1873,1873,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101121,"La Gioconda",1887,1887,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101123,"The Girl Behind the Counter",1909,1909,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101124,"The Girl from Kay's",1904,1904,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101128,"The Girls of Gottenberg",1907,1907,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101129,"Girofle-Girofla",1875,1875,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101130,"Gold and Alloy",1878,1878,Theatre - Spoken Word,10839,"Academy of Music",Melbourne,-37.8136745,144.9670726
101131,"Tried and True",1879,1879,Theatre - Spoken Word,13597,"The People's Theatre",Melbourne,-37.810729,144.972464
101134,"The Gondoliers or, The King of Baritaria",1890,1890,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101135,"La Grande-Duchesse de Gerolstein",1871,1871,Music Theatre,19180,"Princess's Theatre and Opera House (1857-1886)",Melbourne,-37.810729,144.972464
101136,"Il Guarany",1888,1888,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101137,"Collegium Vocale Gent: Funeral Ode",2000,2000,Music,20819,"St Patrick's Cathedral",East Melbourne,-37.810027,144.976415
101138,"Collegium Vocale Gent with Bach Collegium Japan: St Matthew Passion",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101139,"Collegium Vocale Gent: Magnificat",2000,2000,Music,20819,"St Patrick's Cathedral",East Melbourne,-37.810027,144.976415
101140,"Bach Collegium Japan: Autumn",2000,2000,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101141,"Bach Collegium Japan: St John Passion",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101142,"Bach Collegium Japan: Easter",2000,2000,Music,723,"St. Paul's Cathedral",Melbourne,-37.817455,144.96745
101143,"The Choir of Trinity College, Melbourne with Elysium Ensemble",2000,2000,Music,15592,"Scots' Church",Melbourne,-37.813952,144.968148
101144,"Jacques Loussier Trio",2000,2000,Music,29,"Victorian Arts Centre",Melbourne,-37.821624,144.968856
101145,"William Tell",1867,1867,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101147,"Guy Mannering",1855,1855,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101150,"Predatoros or, The Brigand's Bride",1894,1894,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101151,"Hansel and Gretel",1907,1907,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101152,"Havana",1909,1909,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101154,"Hedda Gabler",1900,1900,Theatre - Spoken Word,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101160,"Bobby Baker - How to Shop",2000,2000,Theatre - Spoken Word,83,"Athenaeum Theatre",Melbourne,-37.815039,144.967359
101161,"The Theft of Sita",2000,2000,Theatre - Spoken Word,11,"Merlyn Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
101175,"Her Majesty's Guest",1911,1911,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101177,"Les Huguenots",1862,1862,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101180,"Plots and Prophets, or A Trip to Melbourne",1865,1865,Theatre - Spoken Word,13495,"Haymarket Theatre",Melbourne,-37.812654,144.969314
101181,"The Importance of Being Earnest",1895,1895,Theatre - Spoken Word,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101195,"The Image Breaker",1914,1914,Theatre - Spoken Word,2807,"Saint Peters Hall",Melbourne,-37.809683,144.974997
101196,"In the Dark",1893,1893,Theatre - Spoken Word,15612,"Richmond Town Hall",Richmond,-37.818643,145.000727
101198,"In Town",1895,1895,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101201,"Iolanthe or, The Peer and the Peri",1882,1882,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101202,"Ione",1870,1870,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101205,"Isidora",1885,1885,Music Theatre,10666,"Bijou Theatre",Melbourne,-37.8136745,144.9670726
101233,"John Gabriel Borkman",1911,1911,Theatre - Spoken Word,13832,"Turn Verein Hall",Melbourne,-37.808045,144.978447
101234,"La Jolie Parfumeuse",1875,1875,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101246,"Joy",1914,1914,Theatre - Spoken Word,15174,"Athenaeum Hall",Melbourne,-37.815039,144.967359
101247,"La Juive",1874,1874,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101250,"King Arthur or, Launcelot the Loose, Gin-ever the Square, and the Knights of the Round Table and Other Furniture",1868,1868,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101254,"The King of Cadonia",1909,1909,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101255,"The King's Dragoons",1882,1882,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101256,"Kismet",1912,1912,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101257,"Kitty Grey",1904,1904,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101262,"Lady Inger of Ostrat",1901,1901,Theatre - Spoken Word,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101263,"Freddy Cole",2000,2000,Music Theatre,4334,"Myer Mural Hall",Melbourne,-37.811255,144.972688
101264,"Lady Madcap",1907,1907,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101266,"The Lady of the Pluckup or, The Days of Eighty-four",1911,1911,Theatre - Spoken Word,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101269,"Combination #3",2000,2000,Dance,700,"National Theatre",St Kilda,-37.866959,144.980955
101270,"The Land of Nod",1913,1913,Music Theatre,4527,"King's Theatre",Melbourne,-37.813329,144.968184
101271,"The Last Edition",1909,1909,Theatre - Spoken Word,15506,"Oddfellows' Hall",Melbourne,-37.810286,144.963919
101272,"Led Astray",1875,1875,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101273,"Maria Farantouri",2000,2000,Music,10,"Melbourne Concert Hall",Melbourne,-37.821278,144.969226
101274,"The Unexpected Man",2000,2000,Theatre - Spoken Word,12,"Fairfax Studio",Melbourne,-37.821404,144.968724
101277,"Princess Caprice",1914,1914,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101278,"Lieschen and Fritzchen",1875,1875,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101290,"The Lily of Killarney",1863,1863,Music Theatre,19320,"Prince of Wales Theatre",Melbourne,-37.811451,144.965747
101291,"Linda di Chamounix",1857,1857,Music Theatre,19180,"Princess's Theatre and Opera House (1857-1886)",Melbourne,-37.810729,144.972464
101293,"Little Jack Sheppard",1886,1886,Music Theatre,19322,"Her Majesty's Opera House",Melbourne,-37.8133,144.966387
101294,"Little Lord Fauntleroy",1889,1889,Theatre - Spoken Word,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101296,"The Little Minister",1898,1898,Theatre - Spoken Word,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101353,"Lohengrin",1877,1877,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101355,"I Lombardi",1874,1874,Music Theatre,10628,"Prince of Wales Opera House",Melbourne,-37.813351,144.966632
101358,"Lonely Lives",1912,1912,Theatre - Spoken Word,15174,"Athenaeum Hall",Melbourne,-37.815039,144.967359
101360,"Loreda",1878,1878,Theatre - Spoken Word,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101361,"Loreda",1877,1877,Theatre - Spoken Word,19676,"St. George's Hall",Melbourne,-37.81306,144.96655
101366,"Hot Ice",1954,1954,Other,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101469,"Robinson Crusoe",1886,1887,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101472,"Cinderella, Gold and Silver and the Little Glass Slipper",1889,1890,Music Theatre,3085,"Theatre Royal",Melbourne,-37.81305,144.96661
101473,"Ali Baba and the Forty Thieves",1892,1892,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101476,"Beauty and the Beast",1894,1894,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101478,"Djin Djin - the Japanese Bogie-Man!",1895,1895,Music Theatre,120,"Princess Theatre (1886- )",Melbourne,-37.810729,144.972464
101486,"Mother Goose",1906,1907,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101495,"3XY Or Die!",2012,2012,Music Theatre,15619,"Gasometer Hotel",Collingwood,-37.79425,144.98536
101498,"3XY Or Die!",2001,2001,Music Theatre,15620,"Duke Of Windsor Hotel",Prahran,-37.84754,144.99399
101499,"3XY Or Die!",2003,2003,Music Theatre,10954,"St Kilda Memorial Hall",St Kilda,-37.8674653,144.9788568
101500,"Tuesday",2012,2012,Theatre - Spoken Word,15621,"MKA",North Melbourne,-37.79188,144.93883
101501,"Choices? For Love or Money?",2012,2012,Theatre - Spoken Word,2756,"Brunswick Mechanics Institute",Brunswick,-37.771573,144.961354
101506,"3XY Or Die!",2002,2002,Music Theatre,15620,"Duke Of Windsor Hotel",Prahran,-37.84754,144.99399
101508,"Ladders By The Sea",2012,2012,Theatre - Spoken Word,2709,"Shirley Burke Theatre",Parkdale,-37.994697,145.076806
101538,"Wild Grass and Toxic Kisses",1994,1994,Theatre - Spoken Word,10282,"National Gallery of Victoria",Melbourne,-37.822488,144.969732
101546,"Freak Show",1994,1994,Theatre - Spoken Word,10920,"Blakiston Theatre",Geelong,-38.147454,144.356491
101549,"Humpty Dumpty",1907,1907,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101552,"Aladdin",1909,1909,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101553,"Jack and the Beanstalk",1910,1910,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101566,"Cinderella",1914,1914,Theatre - Spoken Word,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101567,"Wallflowering",2005,2005,Theatre - Spoken Word,4141,"Clocktower Centre",Moonee Ponds,-37.765956,144.924604
101570,"Wallflowering",2005,2005,Theatre - Spoken Word,3518,"Theatre Royal",Camperdown,-38.233138,143.1476
101571,"Wallflowering",2005,2005,Theatre - Spoken Word,3592,"Wonthaggi Community Arts Centre",Wonthaggi,-38.605755,145.592188
101572,"Wallflowering",2005,2005,Theatre - Spoken Word,11948,"Ararat",Ararat,-37.284,142.928
101573,"Wallflowering",2005,2005,Theatre - Spoken Word,10919,"Cardinia Cultural Centre",Pakenham,-38.064745,145.454131
101582,"Wallflowering",2005,2005,Theatre - Spoken Word,10398,"Wellington Entertainment Centre",Sale,-38.111789,147.063703
101596,"Don's Party",1973,1973,Theatre - Spoken Word,3708,"Bendigo",Bendigo,-36.759,144.28
101597,"Don's Party",1973,1973,Theatre - Spoken Word,3725,"Wangaratta",Wangaratta,-36.354329,146.325657
101599,"Don's Party",1973,1973,Theatre - Spoken Word,14838,"Shepparton",Shepparton,-36.3774,145.400046
101600,"Don's Party",1973,1973,Theatre - Spoken Word,11951,"Mildura",Mildura,-34.206301,142.135832
101607,"Mother Goose",1915,1915,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101654,"Shotgun Wedding",2012,2012,Other,2807,"Saint Peters Hall",Melbourne,-37.809683,144.974997
101666,"Raymonda / Les Rendezvous / Spring Waters / Othello / Ballet Imperial",1971,1971,Dance,813,"Palais Theatre",St Kilda,-37.86684,144.975197
101703,"There's One In Every Marriage",1994,1994,Theatre - Spoken Word,2905,"Mietta's",Melbourne,-37.814192,144.970207
101704,"The 3 Little Pigs",1994,1994,Theatre - Spoken Word,82,"Universal Theatre",North Fitzroy,-37.798606,144.975634
101705,"Sinbad the Sailor",1911,1911,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101706,"The House that Jack Built",1915,1915,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101713,"Sleeping Beauty",1919,1920,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101714,"Humpty Dumpty",1920,1920,Music Theatre,76,"Her Majesty's Theatre",Melbourne,-37.810916,144.969755
101715,"Sinbad the Sailor",1920,1920,Music Theatre,4527,"King's Theatre",Melbourne,-37.813329,144.968184
101720,"Aladdin",1925,1926,Music Theatre,10985,"His Majesty's Theatre",Melbourne,-37.810916,144.96975
101722,"Confidentially Yours",1998,1998,Music Theatre,159,"Beckett Theatre @ CUB Malthouse",Southbank,-37.827082,144.96654
101727,"Only the End",2005,2005,Theatre - Spoken Word,22,"Carlton Courthouse",Carlton,-37.797696,144.968686
101730,"String Trio",1975,1975,Theatre - Spoken Word,2813,"Pram Factory",Carlton,-37.798284,144.968888
101736,"Summit Conference",1994,1994,Theatre - Spoken Word,15635,"St Stephen Anglican Church",Richmond,-37.822581,144.998353
